industry_category,stock_id,stock_name,type,date
ETF,00956,中信日經高股息,twse,2025-11-15
上櫃ETF,00957B,兆豐US優選投等債,tpex,2025-11-14
上櫃指數股票型基金(ETF),00957B,兆豐US優選投等債,tpex,2024-12-31
上櫃ETF,00958B,永豐ESG銀行債15+,tpex,2025-11-14
上櫃指數股票型基金(ETF),00958B,永豐ESG銀行債15+,tpex,2024-12-31
上櫃ETF,00959B,大華投等美債15Y+,tpex,2025-11-14
上櫃指數股票型基金(ETF),00959B,大華投等美債15Y+,tpex,2024-12-31
ETF,00960,野村全球航運龍頭,twse,2025-11-15
ETF,00961,FT臺灣永續高息,twse,2025-11-15
ETF,00962,台新AI優息動能,twse,2025-11-15
ETF,00963,中信全球高股息,twse,2025-11-15
ETF,00964,中信亞太高股息,twse,2025-11-15
ETF,00965,元大航太防衛科技,twse,2025-11-15
上櫃ETF,00966B,統一ESG投等債15+,tpex,2025-11-14
上櫃指數股票型基金(ETF),00966B,統一ESG投等債15+,tpex,2024-12-31
上櫃ETF,00967B,元大優息美債,tpex,2025-11-14
上櫃指數股票型基金(ETF),00967B,元大優息美債,tpex,2024-12-31
上櫃ETF,00968B,元大優息投等債,tpex,2025-11-14
上櫃指數股票型基金(ETF),00968B,元大優息投等債,tpex,2024-12-31
上櫃ETF,00969B,元大零息超長美債,tpex,2025-11-14
上櫃指數股票型基金(ETF),00969B,元大零息超長美債,tpex,2024-12-31
上櫃ETF,00970B,新光BBB投等債20+,tpex,2025-11-14
上櫃指數股票型基金(ETF),00970B,新光BBB投等債20+,tpex,2024-12-31
