industry_category,stock_id,stock_name,type,date
認購權證(不含牛證),030917,聯電國泰3C購01,twse,2024-12-05
認購權證(不含牛證),030918,華通國泰3C購01,twse,2024-12-05
認購權證(不含牛證),030919,鴻海國泰3C購04,twse,2024-12-05
熊證(不含可展延熊證),03091B,元熊I1,twse,2024-12-05
牛證(不含可展延牛證),03091C,凱牛09,twse,2024-12-05
認售權證(不含熊證),03091P,聯發科國票3C售04,twse,2024-12-05
認售權證(不含熊證),03091T,矽力國票33售02,twse,2024-12-05
認售權證(不含熊證),03091U,長榮凱基27售10,twse,2024-12-05
可展延牛證,03091X,元展85,twse,2025-10-19
認購權證(不含牛證),030920,聯發科國泰3C購05,twse,2024-12-05
認購權證(不含牛證),030921,大立光國泰3C購03,twse,2024-12-05
認購權證(不含牛證),030922,牧德國泰3C購02,twse,2024-12-05
認購權證(不含牛證),030923,材料國泰3C購03,twse,2024-12-05
認購權證(不含牛證),030924,保瑞國泰3C購03,twse,2024-12-05
認購權證(不含牛證),030925,世紀鋼國泰3C購01,twse,2024-12-05
認購權證(不含牛證),030926,台積電中信42購02,twse,2024-12-05
認購權證(不含牛證),030927,大同中信3C購02,twse,2024-12-05
認購權證(不含牛證),030928,長榮中信3A購04,twse,2024-12-05
認購權證(不含牛證),030929,台積電永豐42購05,twse,2024-12-05
熊證(不含可展延熊證),03092B,凱熊24,twse,2024-12-05
牛證(不含可展延牛證),03092C,凱牛10,twse,2024-12-05
認售權證(不含熊證),03092P,臺股指國票3C售07,twse,2024-12-05
認售權證(不含熊證),03092T,緯穎國票33售07,twse,2024-12-05
認售權證(不含熊證),03092U,智原凱基27售03,twse,2024-12-05
可展延牛證,03092X,元展86,twse,2025-10-19
認購權證(不含牛證),030930,台積電永豐42購06,twse,2024-12-05
認購權證(不含牛證),030931,大同永豐42購01,twse,2024-12-05
認購權證(不含牛證),030932,大立光永豐3A購02,twse,2024-12-05
認購權證(不含牛證),030933,聯鈞永豐3B購02,twse,2024-12-05
認購權證(不含牛證),030934,上緯控永豐42購02,twse,2024-12-05
認購權證(不含牛證),030935,材料永豐3B購02,twse,2024-12-05
認購權證(不含牛證),030936,辛耘第一3B購01,twse,2024-12-05
認購權證(不含牛證),030937,南亞凱基3A購02,twse,2024-12-05
認購權證(不含牛證),030938,八貫凱基3B購01,twse,2024-12-05
認購權證(不含牛證),030939,東元凱基42購01,twse,2024-12-05
熊證(不含可展延熊證),03093B,凱熊25,twse,2024-12-05
牛證(不含可展延牛證),03093C,元牛26,twse,2024-12-05
認售權證(不含熊證),03093P,台積電群益3C售35,twse,2024-12-05
認售權證(不含熊證),03093T,南電中信32售01,twse,2024-12-05
認售權證(不含熊證),03093U,創意凱基26售04,twse,2024-12-05
可展延牛證,03093X,永豐金元大61展01,twse,2025-11-15
認購權證(不含牛證),030940,華電凱基44購02,twse,2024-12-05
認購權證(不含牛證),030941,美時凱基3A購07,twse,2024-12-05
認購權證(不含牛證),030942,川湖凱基3A購09,twse,2024-12-05
認購權證(不含牛證),030943,台達電凱基3A購12,twse,2024-12-05
認購權證(不含牛證),030944,國巨凱基3A購09,twse,2024-12-05
認購權證(不含牛證),030945,台積電凱基3A購31,twse,2024-12-05
認購權證(不含牛證),030946,台積電凱基3B購18,twse,2024-12-05
認購權證(不含牛證),030947,台積電凱基42購09,twse,2024-12-05
認購權證(不含牛證),030948,台光電凱基3C購03,twse,2024-12-05
認購權證(不含牛證),030949,南亞科凱基3A購07,twse,2024-12-05
熊證(不含可展延熊證),03094B,元熊AF,twse,2024-12-05
牛證(不含可展延牛證),03094C,兆牛7S,twse,2024-12-05
認售權證(不含熊證),03094P,聯發科群益3C售17,twse,2024-12-05
認售權證(不含熊證),03094T,T50正2元大35售07,twse,2024-12-05
認售權證(不含熊證),03094U,南電凱基28售05,twse,2024-12-05
可展延牛證,03094X,大立光元大68展08,twse,2025-10-19
認購權證(不含牛證),030950,冠德凱基3A購03,twse,2024-12-05
認購權證(不含牛證),030951,冠德凱基3C購01,twse,2024-12-05
認購權證(不含牛證),030952,長榮凱基3A購12,twse,2024-12-05
認購權證(不含牛證),030953,裕民凱基44購01,twse,2024-12-05
認購權證(不含牛證),030954,長榮航凱基3A購08,twse,2024-12-05
認購權證(不含牛證),030955,慧洋凱基44購01,twse,2024-12-05
認購權證(不含牛證),030956,大立光凱基3C購04,twse,2024-12-05
認購權證(不含牛證),030957,華立凱基3A購03,twse,2024-12-05
認購權證(不含牛證),030958,奇鋐凱基3C購04,twse,2024-12-05
認購權證(不含牛證),030959,信邦凱基3A購03,twse,2024-12-05
熊證(不含可展延熊證),03095B,元熊J1,twse,2024-12-05
牛證(不含可展延牛證),03095C,兆牛7T,twse,2024-12-05
認售權證(不含熊證),03095P,台積電元大3C售57,twse,2024-12-05
認售權證(不含熊證),03095T,東元元大34售01,twse,2024-12-05
認售權證(不含熊證),03095U,國巨群益26售02,twse,2024-12-05
可展延牛證,03095X,佳世達元大6B展02,twse,2025-10-19
認購權證(不含牛證),030960,智原凱基3B購06,twse,2024-12-05
認購權證(不含牛證),030961,台積電凱基33購01,twse,2024-12-05
認購權證(不含牛證),030962,欣興凱基3C購02,twse,2024-12-05
認購權證(不含牛證),030963,緯創凱基3A購14,twse,2024-12-05
認購權證(不含牛證),030964,嘉澤凱基3A購06,twse,2024-12-05
認購權證(不含牛證),030965,上緯控凱基3C購03,twse,2024-12-05
認購權證(不含牛證),030966,材料凱基3A購06,twse,2024-12-05
認購權證(不含牛證),030967,崇越凱基3A購05,twse,2024-12-05
認購權證(不含牛證),030968,達運凱基3B購01,twse,2024-12-05
認購權證(不含牛證),030969,樺漢凱基3C購03,twse,2024-12-05
熊證(不含可展延熊證),03096B,元熊43,twse,2024-12-05
牛證(不含可展延牛證),03096C,凱牛11,twse,2024-12-05
認售權證(不含熊證),03096P,台積電元大3C售58,twse,2024-12-05
認售權證(不含熊證),03096T,金像電元大34售01,twse,2024-12-05
認售權證(不含熊證),03096U,威盛群益26售04,twse,2024-12-05
可展延牛證,03096X,大立光元大6C展05,twse,2025-10-19
認購權證(不含牛證),030970,力積電凱基3A購02,twse,2024-12-05
認購權證(不含牛證),030971,天虹凱基3A購03,twse,2024-12-05
認購權證(不含牛證),030972,勤誠凱基3A購06,twse,2024-12-05
認購權證(不含牛證),030973,富邦媒凱基3A購02,twse,2024-12-05
認購權證(不含牛證),030974,成霖凱基3A購02,twse,2024-12-05
認購權證(不含牛證),030975,世紀鋼凱基3B購03,twse,2024-12-05
認購權證(不含牛證),030976,臺股指凱基3A購73,twse,2024-12-05
認購權證(不含牛證),030977,滬深2X元富44購01,twse,2024-12-05
認購權證(不含牛證),030978,道瓊銅元富3A購01,twse,2024-12-05
認購權證(不含牛證),030979,道瓊銅元富3A購02,twse,2024-12-05
熊證(不含可展延熊證),03097B,元熊46,twse,2024-12-05
牛證(不含可展延牛證),03097C,元牛32,twse,2024-12-05
認售權證(不含熊證),03097P,台積電元大3C售59,twse,2024-12-05
認售權證(不含熊證),03097T,奇鋐元大34售03,twse,2024-12-05
認售權證(不含熊證),03097U,中鋼元富26售02,twse,2024-12-05
可展延牛證,03097X,FBVIX凱基8A展01,twse,2024-12-05
認購權證(不含牛證),030980,中石化元富3A購02,twse,2024-12-05
認購權證(不含牛證),030981,華電元富3A購01,twse,2024-12-05
認購權證(不含牛證),030982,鴻海元富3B購01,twse,2024-12-05
認購權證(不含牛證),030983,鴻海元富3B購02,twse,2024-12-05
認購權證(不含牛證),030984,鴻海元富3B購03,twse,2024-12-05
認購權證(不含牛證),030985,台積電元富3C購11,twse,2024-12-05
認購權證(不含牛證),030986,台積電元富3C購12,twse,2024-12-05
認購權證(不含牛證),030987,大同元富3A購14,twse,2024-12-05
認購權證(不含牛證),030988,南亞科元富3A購01,twse,2024-12-05
認購權證(不含牛證),030989,長榮元富3A購05,twse,2024-12-05
熊證(不含可展延熊證),03098B,元熊68,twse,2024-12-05
牛證(不含可展延牛證),03098C,凱牛12,twse,2024-12-05
認售權證(不含熊證),03098P,T50正2凱基42售01,twse,2024-12-05
認售權證(不含熊證),03098T,奇鋐元大34售04,twse,2024-12-05
認售權證(不含熊證),03098U,大成鋼元富26售02,twse,2024-12-05
認購權證(不含牛證),030990,長榮元富3B購02,twse,2024-12-05
認購權證(不含牛證),030991,慧洋元富3A購01,twse,2024-12-05
認購權證(不含牛證),030992,緯穎元富3A購04,twse,2024-12-05
認購權證(不含牛證),030993,力積電元富3A購01,twse,2024-12-05
認購權證(不含牛證),030994,中石化群益3A購01,twse,2024-12-05
認購權證(不含牛證),030995,中石化群益44購01,twse,2024-12-05
認購權證(不含牛證),030996,集盛群益3B購01,twse,2024-12-05
認購權證(不含牛證),030997,川湖群益42購06,twse,2024-12-05
認購權證(不含牛證),030998,台達電群益42購04,twse,2024-12-05
認購權證(不含牛證),030999,國巨群益3A購06,twse,2024-12-05
熊證(不含可展延熊證),03099B,元熊AG,twse,2024-12-05
牛證(不含可展延牛證),03099C,ML牛01,twse,2024-12-05
認售權證(不含熊證),03099P,FBNQ2X凱基3C售05,twse,2024-12-05
認售權證(不含熊證),03099T,辛耘元大34售05,twse,2024-12-05
認售權證(不含熊證),03099U,新光鋼元富26售02,twse,2024-12-05
認購權證(不含牛證),031000,台積電群益3A購23,twse,2024-12-05
認購權證(不含牛證),031001,台積電群益3C購05,twse,2024-12-05
認購權證(不含牛證),031002,台積電群益3C購06,twse,2024-12-05
認購權證(不含牛證),031003,台積電群益44購05,twse,2024-12-05
認購權證(不含牛證),031004,台積電群益46購09,twse,2024-12-05
認購權證(不含牛證),031005,台積電群益48購01,twse,2024-12-05
認購權證(不含牛證),031006,大同群益3C購06,twse,2024-12-05
認購權證(不含牛證),031007,大同群益3C購07,twse,2024-12-05
認購權證(不含牛證),031008,大同群益3C購08,twse,2024-12-05
認購權證(不含牛證),031009,台光電群益3A購08,twse,2024-12-05
熊證(不含可展延熊證),03100B,凱熊26,twse,2024-12-05
牛證(不含可展延牛證),03100C,元牛14,twse,2024-12-05
認售權證(不含熊證),03100P,鴻海凱基3C售39,twse,2024-12-05
認售權證(不含熊證),03100T,矽力元大34售02,twse,2024-12-05
認售權證(不含熊證),03100U,上証2X元大26售04,twse,2024-12-05
認購權證(不含牛證),031010,威盛群益3A購03,twse,2024-12-05
認購權證(不含牛證),031011,華新科群益44購01,twse,2024-12-05
認購權證(不含牛證),031012,華航群益3C購01,twse,2024-12-05
認購權證(不含牛證),031013,長榮航群益3A購07,twse,2024-12-05
認購權證(不含牛證),031014,慧洋群益42購01,twse,2024-12-05
認購權證(不含牛證),031015,大立光群益3A購06,twse,2024-12-05
認購權證(不含牛證),031016,智原群益3A購07,twse,2024-12-05
認購權證(不含牛證),031017,創意群益3A購18,twse,2024-12-05
認購權證(不含牛證),031018,定穎控群益3A購05,twse,2024-12-05
認購權證(不含牛證),031019,材料群益3A購13,twse,2024-12-05
熊證(不含可展延熊證),03101B,凱熊27,twse,2024-12-05
牛證(不含可展延牛證),03101C,凱牛13,twse,2024-12-05
認售權證(不含熊證),03101P,鴻海凱基3C售40,twse,2024-12-05
認售權證(不含熊證),03101T,T50正2凱基34售05,twse,2024-12-05
認售權證(不含熊證),03101U,滬深2X元大2A售02,twse,2024-12-05
認購權證(不含牛證),031020,華孚群益3A購02,twse,2024-12-05
認購權證(不含牛證),031021,愛普群益3A購09,twse,2024-12-05
認購權證(不含牛證),031022,緯穎群益3A購13,twse,2024-12-05
認購權證(不含牛證),031023,力智群益3C購02,twse,2024-12-05
認購權證(不含牛證),031024,勤誠群益3A購05,twse,2024-12-05
認購權證(不含牛證),031025,世紀鋼群益3A購09,twse,2024-12-05
認購權證(不含牛證),031026,國企2X元大3B購01,twse,2024-12-05
認購權證(不含牛證),031027,國企2X元大3B購02,twse,2024-12-05
認購權證(不含牛證),031028,東元元大3B購03,twse,2024-12-05
認購權證(不含牛證),031029,華新元大3A購16,twse,2024-12-05
熊證(不含可展延熊證),03102B,元熊AH,twse,2024-12-05
牛證(不含可展延牛證),03102C,凱牛14,twse,2024-12-05
認售權證(不含熊證),03102P,台積電凱基3C售38,twse,2024-12-05
認售權證(不含熊證),03102T,大亞凱基32售03,twse,2024-12-05
認售權證(不含熊證),03102U,A50正2元大26售02,twse,2024-12-05
認購權證(不含牛證),031030,華新元大3A購17,twse,2024-12-05
認購權證(不含牛證),031031,華新元大3A購18,twse,2024-12-05
認購權證(不含牛證),031032,華榮元大3A購09,twse,2024-12-05
認購權證(不含牛證),031033,美時元大3A購20,twse,2024-12-05
認購權證(不含牛證),031034,裕隆元大3B購01,twse,2024-12-05
認購權證(不含牛證),031035,鴻海元大3B購16,twse,2024-12-05
認購權證(不含牛證),031036,鴻海元大3C購09,twse,2024-12-05
認購權證(不含牛證),031037,鴻海元大3C購10,twse,2024-12-05
認購權證(不含牛證),031038,國巨元大3B購06,twse,2024-12-05
認購權證(不含牛證),031039,宏碁元大3B購02,twse,2024-12-05
熊證(不含可展延熊證),03103B,中熊01,twse,2024-12-05
牛證(不含可展延牛證),03103C,兆牛J9,twse,2024-12-05
認售權證(不含熊證),03103P,台積電凱基3C售39,twse,2024-12-05
認售權證(不含熊證),03103T,飛宏凱基32售05,twse,2024-12-05
認售權證(不含熊證),03103U,聯發科元大26售25,twse,2024-12-05
認購權證(不含牛證),031040,華碩元大3A購07,twse,2024-12-05
認購權證(不含牛證),031041,大同元大3B購04,twse,2024-12-05
認購權證(不含牛證),031042,大同元大3C購04,twse,2024-12-05
認購權證(不含牛證),031043,大同元大44購04,twse,2024-12-05
認購權證(不含牛證),031044,南亞科元大3A購11,twse,2024-12-05
認購權證(不含牛證),031045,義隆元大3A購01,twse,2024-12-05
認購權證(不含牛證),031046,一詮元大3B購02,twse,2024-12-05
認購權證(不含牛證),031047,冠德元大3A購04,twse,2024-12-05
認購權證(不含牛證),031048,冠德元大3A購05,twse,2024-12-05
認購權證(不含牛證),031049,冠德元大3C購01,twse,2024-12-05
熊證(不含可展延熊證),03104B,凱熊28,twse,2024-12-05
牛證(不含可展延牛證),03104C,兆牛K1,twse,2024-12-05
認售權證(不含熊證),03104P,台積電凱基3C售40,twse,2024-12-05
認售權證(不含熊證),03104T,辛耘凱基32售03,twse,2024-12-05
認售權證(不含熊證),03104U,台積電群益27售11,twse,2024-12-05
認購權證(不含牛證),031050,華航元大3A購01,twse,2024-12-05
認購權證(不含牛證),031051,華航元大3A購02,twse,2024-12-05
認購權證(不含牛證),031052,華航元大3A購03,twse,2024-12-05
認購權證(不含牛證),031053,漢翔元大3A購08,twse,2024-12-05
認購權證(不含牛證),031054,漢翔元大3A購09,twse,2024-12-05
認購權證(不含牛證),031055,漢翔元大3A購10,twse,2024-12-05
認購權證(不含牛證),031056,晶豪科元大3A購06,twse,2024-12-05
認購權證(不含牛證),031057,華立元大3A購06,twse,2024-12-05
認購權證(不含牛證),031058,智原元大3B購02,twse,2024-12-05
認購權證(不含牛證),031059,群創元大3A購02,twse,2024-12-05
熊證(不含可展延熊證),03105B,元熊K1,twse,2024-12-05
牛證(不含可展延牛證),03105C,兆牛K2,twse,2024-12-05
認售權證(不含熊證),03105P,聯發科凱基42售01,twse,2024-12-05
認售權證(不含熊證),03105T,光寶科國票34售01,twse,2024-12-05
認售權證(不含熊證),03105U,威強電群益27售01,twse,2024-12-05
認購權證(不含牛證),031060,群創元大3A購03,twse,2024-12-05
認購權證(不含牛證),031061,群創元大3A購04,twse,2024-12-05
認購權證(不含牛證),031062,辛耘元大3A購15,twse,2024-12-05
認購權證(不含牛證),031063,辛耘元大3B購04,twse,2024-12-05
認購權證(不含牛證),031064,辛耘元大3C購03,twse,2024-12-05
認購權證(不含牛證),031065,洋華元大3A購04,twse,2024-12-05
認購權證(不含牛證),031066,洋華元大3A購05,twse,2024-12-05
認購權證(不含牛證),031067,洋華元大3A購06,twse,2024-12-05
認購權證(不含牛證),031068,台耀元大3A購03,twse,2024-12-05
認購權證(不含牛證),031069,崇越元大3A購09,twse,2024-12-05
熊證(不含可展延熊證),03106B,元熊78,twse,2024-12-05
牛證(不含可展延牛證),03106C,元牛17,twse,2024-12-05
認售權證(不含熊證),03106P,聯發科凱基42售02,twse,2024-12-05
認售權證(不含熊證),03106T,佳世達國票34售01,twse,2024-12-05
認售權證(不含熊證),03106U,揚明光群益26售05,twse,2024-12-05
認購權證(不含牛證),031070,帆宣元大3A購05,twse,2024-12-05
認購權證(不含牛證),031071,矽力元大3A購07,twse,2024-12-05
認購權證(不含牛證),031072,矽力元大3A購08,twse,2024-12-05
認購權證(不含牛證),031073,矽力元大3A購09,twse,2024-12-05
認購權證(不含牛證),031074,保瑞元大3B購04,twse,2024-12-05
認購權證(不含牛證),031075,保瑞元大3B購05,twse,2024-12-05
認購權證(不含牛證),031076,保瑞元大3C購02,twse,2024-12-05
認購權證(不含牛證),031077,達發元大3A購06,twse,2024-12-05
認購權證(不含牛證),031078,達發元大3A購07,twse,2024-12-05
認購權證(不含牛證),031079,力積電元大3A購02,twse,2024-12-05
熊證(不含可展延熊證),03107B,元熊AI,twse,2024-12-05
牛證(不含可展延牛證),03107C,元牛41,twse,2024-12-05
認售權證(不含熊證),03107P,大立光凱基42售05,twse,2024-12-05
認售權證(不含熊證),03107T,台光電國票34售01,twse,2024-12-05
認售權證(不含熊證),03107U,台積電兆豐28售05,twse,2024-12-05
認購權證(不含牛證),031080,天虹元大3A購03,twse,2024-12-05
認購權證(不含牛證),031081,成霖元大3A購01,twse,2024-12-05
認購權證(不含牛證),031082,T50正2統一44購01,twse,2024-12-05
認購權證(不含牛證),031083,勤美統一44購01,twse,2024-12-05
認購權證(不含牛證),031084,勤美統一46購01,twse,2024-12-05
認購權證(不含牛證),031085,勤美統一48購01,twse,2024-12-05
認購權證(不含牛證),031086,勤美統一48購02,twse,2024-12-05
認購權證(不含牛證),031087,中華統一48購01,twse,2024-12-05
認購權證(不含牛證),031088,鴻海統一44購06,twse,2024-12-05
認購權證(不含牛證),031089,台積電統一44購05,twse,2024-12-05
熊證(不含可展延熊證),03108B,元熊L1,twse,2024-12-05
牛證(不含可展延牛證),03108C,凱牛15,twse,2024-12-05
認售權證(不含熊證),03108P,大立光凱基42售06,twse,2024-12-05
認售權證(不含熊證),03108T,創意國票34售01,twse,2024-12-05
認售權證(不含熊證),03108U,華新康和26售01,twse,2024-12-05
認購權證(不含牛證),031090,燿華統一44購02,twse,2024-12-05
認購權證(不含牛證),031091,大同統一44購04,twse,2024-12-05
認購權證(不含牛證),031092,大同統一44購05,twse,2024-12-05
認購權證(不含牛證),031093,大同統一45購01,twse,2024-12-05
認購權證(不含牛證),031094,大同統一4A購03,twse,2024-12-05
認購權證(不含牛證),031095,大同統一4A購04,twse,2024-12-05
認購權證(不含牛證),031096,大同統一54購01,twse,2024-12-05
認購權證(不含牛證),031097,大同統一54購02,twse,2024-12-05
認購權證(不含牛證),031098,台光電統一44購03,twse,2024-12-05
認購權證(不含牛證),031099,聯發科統一44購07,twse,2024-12-05
熊證(不含可展延熊證),03109B,元熊53,twse,2024-12-05
牛證(不含可展延牛證),03109C,元牛24,twse,2024-12-05
認售權證(不含熊證),03109P,訊芯凱基3C售05,twse,2024-12-05
認售權證(不含熊證),03109T,辛耘國票34售03,twse,2024-12-05
認售權證(不含熊證),03109U,台塑國票26售02,twse,2024-12-05
認購權證(不含牛證),031100,國產統一45購01,twse,2024-12-05
認購權證(不含牛證),031101,冠德統一45購01,twse,2024-12-05
認購權證(不含牛證),031102,冠德統一46購01,twse,2024-12-05
認購權證(不含牛證),031103,華固統一45購01,twse,2024-12-05
認購權證(不含牛證),031104,華固統一46購02,twse,2024-12-05
認購權證(不含牛證),031105,華固統一4C購01,twse,2024-12-05
認購權證(不含牛證),031106,長榮統一44購03,twse,2024-12-05
認購權證(不含牛證),031107,長榮統一46購02,twse,2024-12-05
認購權證(不含牛證),031108,陽明統一46購01,twse,2024-12-05
認購權證(不含牛證),031109,晶豪科統一46購01,twse,2024-12-05
熊證(不含可展延熊證),03110B,元熊M1,twse,2024-12-05
牛證(不含可展延牛證),03110C,元牛35,twse,2024-12-05
認售權證(不含熊證),03110P,臺股指凱基3C售47,twse,2024-12-05
認售權證(不含熊證),03110T,碩天國票34售01,twse,2024-12-05
認售權證(不含熊證),03110U,南亞國票27售01,twse,2024-12-05
認購權證(不含牛證),031110,碩天統一46購01,twse,2024-12-05
認購權證(不含牛證),031111,上緯控統一44購02,twse,2024-12-05
認購權證(不含牛證),031112,瑞智統一46購01,twse,2024-12-05
認購權證(不含牛證),031113,瑞智統一4A購01,twse,2024-12-05
認購權證(不含牛證),031114,聯發科台新3A購02,twse,2024-12-05
認購權證(不含牛證),031115,鴻海國泰3C購05,twse,2024-12-05
認購權證(不含牛證),031116,智邦國泰3C購02,twse,2024-12-05
認購權證(不含牛證),031117,燿華國泰3C購02,twse,2024-12-05
認購權證(不含牛證),031118,瑞昱國泰3C購03,twse,2024-12-05
認購權證(不含牛證),031119,新興國泰3C購01,twse,2024-12-05
熊證(不含可展延熊證),03111B,凱熊29,twse,2024-12-05
牛證(不含可展延牛證),03111C,元牛51,twse,2024-12-05
認售權證(不含熊證),03111P,臺股指凱基3C售48,twse,2024-12-05
認售權證(不含熊證),03111T,技嘉第一34售01,twse,2024-12-05
認售權證(不含熊證),03111U,東陽國票27售01,twse,2024-12-05
認購權證(不含牛證),031120,樺漢國泰3C購01,twse,2024-12-05
認購權證(不含牛證),031121,矽力國泰3C購02,twse,2024-12-05
認購權證(不含牛證),031122,緯穎國泰3C購04,twse,2024-12-05
認購權證(不含牛證),031123,裕隆凱基33購01,twse,2024-12-05
認購權證(不含牛證),031124,裕隆凱基33購02,twse,2024-12-05
認購權證(不含牛證),031125,裕隆凱基33購03,twse,2024-12-05
認購權證(不含牛證),031126,裕隆凱基33購04,twse,2024-12-05
認購權證(不含牛證),031127,台灣50中信3A購04,twse,2024-12-05
認購權證(不含牛證),031128,三陽中信3C購01,twse,2024-12-05
認購權證(不含牛證),031129,台積電凱基33購02,twse,2024-12-05
熊證(不含可展延熊證),03112B,元熊62,twse,2024-12-05
牛證(不含可展延牛證),03112C,凱牛16,twse,2024-12-05
認售權證(不含熊證),03112P,臺股指凱基3C售49,twse,2024-12-05
認售權證(不含熊證),03112T,健策中信32售02,twse,2024-12-05
認售權證(不含熊證),03112U,儒鴻國票26售02,twse,2024-12-05
認購權證(不含牛證),031130,台積電凱基33購03,twse,2024-12-05
認購權證(不含牛證),031131,鴻海中信42購02,twse,2024-12-05
認購權證(不含牛證),031132,台積電中信42購03,twse,2024-12-05
認購權證(不含牛證),031133,華固中信3A購01,twse,2024-12-05
認購權證(不含牛證),031134,聯詠中信3C購01,twse,2024-12-05
認購權證(不含牛證),031135,材料中信42購01,twse,2024-12-05
認購權證(不含牛證),031136,華孚中信3A購01,twse,2024-12-05
認購權證(不含牛證),031137,AES中信3A購01,twse,2024-12-05
認購權證(不含牛證),031138,勤美永豐3A購01,twse,2024-12-05
認購權證(不含牛證),031139,美時永豐42購01,twse,2024-12-05
熊證(不含可展延熊證),03113B,元熊N1,twse,2024-12-05
牛證(不含可展延牛證),03113C,一牛02,twse,2024-12-05
認售權證(不含熊證),03113P,臺股指凱基42售06,twse,2024-12-05
認售權證(不含熊證),03113T,T50正2元大32售02,twse,2024-12-05
認售權證(不含熊證),03113U,和大國票26售01,twse,2024-12-05
認購權證(不含牛證),031140,川湖永豐3A購06,twse,2024-12-05
認購權證(不含牛證),031141,鴻海永豐43購05,twse,2024-12-05
認購權證(不含牛證),031142,長榮永豐3C購03,twse,2024-12-05
認購權證(不含牛證),031143,長榮永豐42購02,twse,2024-12-05
認購權證(不含牛證),031144,陽明永豐3A購04,twse,2024-12-05
認購權證(不含牛證),031145,台中銀永豐3B購01,twse,2024-12-05
認購權證(不含牛證),031146,華立永豐3C購01,twse,2024-12-05
認購權證(不含牛證),031147,南電永豐3A購01,twse,2024-12-05
認購權證(不含牛證),031148,世紀鋼永豐3B購02,twse,2024-12-05
認購權證(不含牛證),031149,智原第一3B購03,twse,2024-12-05
熊證(不含可展延熊證),03114B,中熊02,twse,2024-12-05
牛證(不含可展延牛證),03114C,元牛AA,twse,2024-12-05
認售權證(不含熊證),03114P,臺股指凱基42售07,twse,2024-12-05
認售權證(不含熊證),03114T,東元元大34售02,twse,2024-12-05
認售權證(不含熊證),03114U,聯電國票27售03,twse,2024-12-05
認購權證(不含牛證),031150,南電第一44購01,twse,2024-12-05
認購權證(不含牛證),031151,國企2X凱基3B購02,twse,2024-12-05
認購權證(不含牛證),031152,統一凱基3A購01,twse,2024-12-05
認購權證(不含牛證),031153,台塑凱基3A購02,twse,2024-12-05
認購權證(不含牛證),031154,中石化凱基44購01,twse,2024-12-05
認購權證(不含牛證),031155,美時凱基3A購08,twse,2024-12-05
認購權證(不含牛證),031156,川湖凱基42購04,twse,2024-12-05
認購權證(不含牛證),031157,三陽凱基3B購02,twse,2024-12-05
認購權證(不含牛證),031158,長榮鋼凱基3B購02,twse,2024-12-05
認購權證(不含牛證),031159,台積電凱基3A購32,twse,2024-12-05
熊證(不含可展延熊證),03115B,元熊X1,twse,2024-12-05
牛證(不含可展延牛證),03115C,凱牛17,twse,2024-12-05
認售權證(不含熊證),03115P,聯發科中信3C售06,twse,2024-12-05
認售權證(不含熊證),03115T,智邦元大34售03,twse,2024-12-05
認售權證(不含熊證),03115U,聯電國票2A售01,twse,2024-12-05
認購權證(不含牛證),031160,台積電凱基3A購33,twse,2024-12-05
認購權證(不含牛證),031161,台積電凱基3A購34,twse,2024-12-05
認購權證(不含牛證),031162,台積電凱基42購10,twse,2024-12-05
認購權證(不含牛證),031163,大同凱基3A購01,twse,2024-12-05
認購權證(不含牛證),031164,大同凱基3A購02,twse,2024-12-05
認購權證(不含牛證),031165,大同凱基3A購03,twse,2024-12-05
認購權證(不含牛證),031166,佳能凱基42購01,twse,2024-12-05
認購權證(不含牛證),031167,佳能凱基42購02,twse,2024-12-05
認購權證(不含牛證),031168,台光電凱基3B購04,twse,2024-12-05
認購權證(不含牛證),031169,國產凱基3A購04,twse,2024-12-05
熊證(不含可展延熊證),03116B,元熊AJ,twse,2024-12-05
牛證(不含可展延牛證),03116C,兆牛L9,twse,2024-12-05
認售權證(不含熊證),03116P,力積電中信3C售01,twse,2024-12-05
認售權證(不含熊證),03116T,智邦元大34售04,twse,2024-12-05
認售權證(不含熊證),03116U,玉晶光國票27售04,twse,2024-12-05
認購權證(不含牛證),031170,長榮凱基3A購13,twse,2024-12-05
認購權證(不含牛證),031171,長榮航凱基3A購09,twse,2024-12-05
認購權證(不含牛證),031172,漢翔凱基3A購04,twse,2024-12-05
認購權證(不含牛證),031173,慧洋凱基42購01,twse,2024-12-05
認購權證(不含牛證),031174,臺企銀凱基3A購01,twse,2024-12-05
認購權證(不含牛證),031175,大立光凱基42購01,twse,2024-12-05
認購權證(不含牛證),031176,華立凱基3A購04,twse,2024-12-05
認購權證(不含牛證),031177,奇鋐凱基3C購05,twse,2024-12-05
認購權證(不含牛證),031178,緯創凱基3A購15,twse,2024-12-05
認購權證(不含牛證),031179,創意凱基3A購17,twse,2024-12-05
熊證(不含可展延熊證),03117B,元熊88,twse,2024-12-05
牛證(不含可展延牛證),03117C,兆牛M1,twse,2024-12-05
認售權證(不含熊證),03117P,台灣50富邦42售09,twse,2024-12-05
認售權證(不含熊證),03117T,金像電元大34售04,twse,2024-12-05
認售權證(不含熊證),03117U,臺股指國票27售08,twse,2024-12-05
認購權證(不含牛證),031180,群創凱基3C購03,twse,2024-12-05
認購權證(不含牛證),031181,辛耘凱基3A購08,twse,2024-12-05
認購權證(不含牛證),031182,炎洲凱基3A購02,twse,2024-12-05
